job_title,city,country,annual_salary
(Expert) Data Developer (m/w/d) Analytics,Hamburg,Germany,74000
Data Engineer* / Machine Learning Engineer*,Hamburg,Germany,70000
(Expert) Data Developer (m/w/d) Analytics,Hamburg,Germany,74000
(Senior) Business Analyst* Market Data & Vendor Management,Hamburg,Germany,88000
Senior Data Consultant (m/w/d) Transformationsberatung,Hamburg,Germany,100000
Junior Data Engineer (m/w/d) / Applicationmanager*in (in Voll- oder Teilzeit),Hamburg,Germany,70000
Senior Data Engineer (f/m/d),Hamburg,Germany,87000
Senior Consultant Data Management (w/m/d),Hamburg,Germany,keine Angabe
Senior Consultant SAP BW / SAP Analytics (m/w/d),Hamburg,Germany,99000
Senior Consultant – SAP BI / Analytics (m/w/d),Hamburg,Germany,90000
(Senior) Data Engineer (m/w/d),Hamburg,Germany,keine Angabe
(Senior) Data Engineer (m/w/d),Hamburg,Germany,90000
Senior Data Architect (m/w/d),Hamburg,Germany,keine Angabe
IT System Engineer – Kubernetes and Storage Infrastructure (f/m/d),Hamburg,Germany,keine Angabe
Game Analyst,Hamburg,Germany,60000
Junior Data Engineer (m/w/d),Hamburg,Germany,60000
Principal Machine Learning Engineer,Hamburg,Germany,67000
Data Scientist / AI Engineer (mwd),Hamburg,Germany,77000
Data Scientist / KI-Expert:in im Team Advanced Analytics,Hamburg,Germany,78000
"Senior Full Stack Entwickler:in Java, Spring Boot & React (d/m/w) - Remote",Hamburg,Germany,77000
"Data Engineers, Analysts & Scientists (w|m|d)",München,Germany,83000
Senior Data Scientist (f/m/x),München,Germany,keine Angabe
Principal Data Scientist,München,Germany,69000
Data / Cloud Engineer Automatisiertes Fahren (m/w/d),München,Germany,70000
Praktikum im Bereich Klimarisiken (m/w/d)*,München,Germany,keine Angabe
Abschlussarbeit im Bereich Datenstrategie und Künstliche Intelligenz,München,Germany,keine Angabe
Assistant AI/ML Engineering – Flexplace in Germany (m/f/x),München,Germany,78000
AI Consultant – GenAI & NLP Public Sector (m/w/d),München,Germany,90000
Technischer Product Owner (m/w/d) Daten- und KI-Plattformen,München,Germany,70000
Software Engineer (d/f/m),München,Germany,72000
(Senior) Marketing Science Consultant (m/w/d),München,Germany,69000
Data Onboarding Specialist - Intellectual Property (m/d/f) (m/w/d),München,Germany,72000
Data Architect (f/m/x),München,Germany,70000
HR Organizational Data Specialist (w/m/d),München,Germany,82000
Data Strategy Consultant (f/m/x),München,Germany,70000
Machine Learning & KI-Agenten Engineer (m/w/d) - Google AI Fokus,München,Germany,82000
Stammdaten Analyst / Data Manager (m/w/d) Verpackungsmaterialien & BI-Reporting,München,Germany,94000
Data Engineer* / Machine Learning Engineer*,München,Germany,70000
Data Developer (all genders),München,Germany,88000
Senior Data Consultant (m/w/d) Transformationsberatung,München,Germany,100000
Projektkoordinator Datenanalyse (m/w/d) am Standort München,München,Germany,76000
Data Steward (w/m/d),München,Germany,83000
Senior Consultant Data Management (w/m/d),München,Germany,keine Angabe
Senior Consultant SAP BW / SAP Analytics (m/w/d),München,Germany,99000
Senior Consultant – SAP BI / Analytics (m/w/d),München,Germany,90000
Machine Learning Engineer (all genders),München,Germany,76000
Business Analyst Zentrale Methoden/ Data Lineage (m/w/d) | STBDBF,München,Germany,83000
Postdoc / PhD in Computer Science - Multimodal Models,München,Germany,keine Angabe
Product Scientist - Flavor (f/m/d),München,Germany,63000
Data Backend Developer (f/m/d),München,Germany,68000
Quant Developer (f/m/d),München,Germany,71000
Data-Specialist (w/m/d),München,Germany,59000
Principal Machine Learning Engineer,München,Germany,77000
Sales FP&A Controller (m/f/d),München,Germany,67000
Data Scientist / AI Engineer (mwd),München,Germany,77000
Data Scientist / KI-Expert:in im Team Advanced Analytics,München,Germany,78000
"Senior Full Stack Entwickler:in Java, Spring Boot & React (d/m/w) - Remote",München,Germany,77000
Data Scientist*,Köln,Germany,88000
Senior Data Scientist / Engineer (w/m/d),Köln,Germany,77000
Data Scientist / Data Engineer (m/w/d),Köln,Germany,73000
Data Scientist (w/m/d),Köln,Germany,110500
(Senior) Data Scientist Analytics (m/w/d),Köln,Germany,91000
AI-affine:r Aktuar:in,Köln,Germany,78000
Principal Data Scientist,Köln,Germany,64000
Leiter:in Produkttechnik DevOps,Köln,Germany,105000
Doktorand:in – KI-gestützte Integration heterogener Forschungsdaten in Energiesystemmodelle (w/m/d),Köln,Germany,keine Angabe
Werkstudent Sales im B2B Bereich (w/m/d),Köln,Germany,keine Angabe
Doktorand:in – Entwicklungspfade nachhaltiger Mobilität in Deutschland (w/m/d),Köln,Germany,keine Angabe
AI Consultant – GenAI & NLP Public Sector (m/w/d),Köln,Germany,90000
Data Engineer (m/w/d),Köln,Germany,keine Angabe
Sales Consultant Digital Solutions (w/m/d),Köln,Germany,keine Angabe
AI Consultant (m/w/d),Köln,Germany,70000
Senior Projektmanager AI Strategy (m/w/d),Köln,Germany,88000
(Senior) Data Analyst (m/w/d) - Befristet auf 12-14 Monate,Köln,Germany,keine Angabe
Regress-Manager (m/w/d) Schadenprozesse,Köln,Germany,80000
Abschlussarbeit im Bereich Datenstrategie und Künstliche Intelligenz,Köln,Germany,keine Angabe
"Wissenschaftliche Mitarbeiterin / Wissenschaftlichen Mitarbeiter (m/w/d) (Master/Uni‑Diplom) der Fachrichtung Informatik, Mathematik, Physik, Statistik oder Ingenieurwesen",Köln,Germany,keine Angabe
AI Subject Matter Expert (m/w/d),Köln,Germany,60000
Personaladministration HR-Systems & Data Specialist (m/w/d),Köln,Germany,keine Angabe
Data Engineer* / Machine Learning Engineer*,Köln,Germany,70000
Senior Data Consultant (m/w/d) Transformationsberatung,Köln,Germany,100000
"Referentin / Referent (w/m/d) im Referat L.I.3 „Entwicklung Lageprodukte, Datenanalyse und Visualisierung“",Köln,Germany,76700
Senior Consultant Data Management (w/m/d),Köln,Germany,keine Angabe
Senior Consultant SAP BW / SAP Analytics (m/w/d),Köln,Germany,99000
Senior Consultant – SAP BI / Analytics (m/w/d),Köln,Germany,90000
IT Application Analyst / Developer SAP Logistics (m/w/d),Köln,Germany,72000
Senior Data Architect für Finanz- und Datenmanagement (m/w/d),Köln,Germany,89000
Statistical Programmer (SAS) - Senior Level (m/w/d) Life Science (Vollzeit),Köln,Germany,65000
Statistical Programmer (SAS) - Senior Level (m/w/d) Life Science (Teilzeit),Köln,Germany,65000
Conversion Rate Optimierung & Datenanalyst (m/w/d),Köln,Germany,58000
Cloud Big Data Engineer / DevOps Engineer (m/w/d),Köln,Germany,67000
Principal Machine Learning Engineer,Köln,Germany,66000
Data Scientist / Analyst (m/w/d),Köln,Germany,89000
(Senior) Data Scientist Health Data Lab (w/m/d),Köln,Germany,81000
Principal Scientist Material Development,Köln,Germany,87000
Team Lead Data Science Engineering (m/w/d),Köln,Germany,105000
(Senior) BI Analyst / Analytics Engineer (m/w/d),Köln,Germany,81000
Assistant AI/ML Engineering – Flexplace in Germany (m/f/x),Köln,Germany,78000
(Senior) Data Scientist (m/w/d),Köln,Germany,72000
(Junior) Projektmanager im Versicherungsinnendienst (m/w/d),Köln,Germany,66000
Account Manager Fachhandel (m/w/d),Köln,Germany,64000
Data Scientist / AI Engineer (mwd),Köln,Germany,77000
Data Scientist / KI-Expert:in im Team Advanced Analytics,Köln,Germany,78000
"Senior Full Stack Entwickler:in Java, Spring Boot & React (d/m/w) - Remote",Köln,Germany,77000
Data Scientists (m/w/d) für das föderale Daten- und Informationsmanagement für Datenqualitätsmanagement und Data Governance,Frankfurt,Germany,76082
Data Scientists (m/w/d) für das föderale Daten- und Informationsmanagement,Frankfurt,Germany,76082
Trainee 4.0 (w/m/d) Capital Markets – Data Scientist / Data Engineer,Frankfurt,Germany,74000
Senior Data Scientist * Generative AI,Frankfurt,Germany,86000
Customer Journey Expert / Product Owner – Home / New Business (w/m/d),Frankfurt,Germany,98000
Abschlussarbeit im Bereich Datenstrategie und Künstliche Intelligenz,Frankfurt,Germany,keine Angabe
Assistant AI/ML Engineering – Flexplace in Germany (m/f/x),Frankfurt,Germany,78000
AI Consultant – GenAI & NLP Public Sector (m/w/d),Frankfurt,Germany,90000
Internal Audit-Frankfurt-Analyst-Regional Audit,Frankfurt,Germany,69000
(Senior) Business Intelligence (BI) Engineer (w/m/d) – moveXM GmbH,Frankfurt,Germany,70000
Prozessmanager (m/w/d) InsurTech,Frankfurt,Germany,83000
Datenmanager (m/w/d),Frankfurt,Germany,6190
Senior GenAI Engineer,Frankfurt,Germany,71000
(Senior) Business Analyst* Market Data & Vendor Management,Frankfurt,Germany,88000
Senior Data Consultant (m/w/d) Transformationsberatung,Frankfurt,Germany,100000
Market Data Analyst (m/w/d),Frankfurt,Germany,70000
Senior Consultant Data Management (w/m/d),Frankfurt,Germany,keine Angabe
Senior Consultant SAP BW / SAP Analytics (m/w/d),Frankfurt,Germany,99000
Senior Consultant – SAP BI / Analytics (m/w/d),Frankfurt,Germany,90000
Digital Workplace Services Analyst (m/w/d),Frankfurt,Germany,62000
(Senior) Data Engineer (w/m/d),Frankfurt,Germany,84000
Kreativer Junior Software-Consultant für Datenbank- und Big Data-Projekte (m/w/d),Frankfurt,Germany,57000
"SENIOR CONSULTANT SAP HANA, BUSINESS INTELLIGENCE & ANALYTICS (m/w/d)",Frankfurt,Germany,64000
Data Scientist / AI Engineer (mwd),Frankfurt,Germany,77000
Data Scientist / KI-Expert:in im Team Advanced Analytics,Frankfurt,Germany,78000
Data Scientist / Data Engineer (m/w/d),Frankfurt,Germany,73000
"Senior Full Stack Entwickler:in Java, Spring Boot & React (d/m/w) - Remote",Frankfurt,Germany,77000
