job_title,city,country,annual_salary
(Senior) Data & Analytics Engineer,Berlin,Germany,69000
Business Analyst,Berlin,Germany,54000
Machine Learning Engineer,Berlin,Germany,63000
Machine Learning Engineer,Berlin,Germany,66000
Principal Machine Learning Engineer,Berlin,Germany,66000
Principal Machine Learning Engineer,Berlin,Germany,71000
Head of Business Intelligence,Berlin,Germany,85000
Analyst (m/w/d) Problemkredit Firmenkunden,Berlin,Germany,69000
Referent (m/w/d) Research und Analysen für die Sparkassen-Finanzgruppe,Berlin,Germany,68000
IT Security Analyst (m/w/d),Berlin,Germany,60000
Financial Analyst / Controller (w/m/d),Berlin,Germany,75000
Risikoanalyst:in Cybersicherheit (w/m/d),Berlin,Germany,85000
Analyst IT-Consulting (all genders),Berlin,Germany,78000
(Junior) Analyst Finanzkriminalität Bank (m/w/d),Berlin,Germany,48000
Data Scientist / AI Engineer (mwd),Berlin,Germany,77000
(Senior) IT Governance & Compliance Analyst (m/f/d),Berlin,Germany,65000
IT-Security Analyst (m/w/d) - Cyber Security Specialist (m/w/d),Berlin,Germany,83000
(Associate) Consultant (m/w/d) Data Driven Insurance,Berlin,Germany,75000
Security Analyst im Security Operations Center - Tier 2 (m/w/d),Berlin,Germany,60000
SAP Platform Specialist (w/m/d) Data Integration,Berlin,Germany,85000
Kreditanalyst (m/w/d) Problemkredit gewerbliche Immobilienfinanzierung und Firmenkunden,Berlin,Germany,67000
Lead Java Developer (w/m/d) Real Time Data,Berlin,Germany,95000
Cash-Management Analyst (m/w/d),Berlin,Germany,73000
Security Analyst im Security Operations Center - Tier 1 (m/w/d),Berlin,Germany,66000
Online Ads Data Evaluator in Germany (m/w/d),Berlin,Germany,keine Angabe
Consultant SAP Financial Services Data Platform (FSDP) (m/w/d),Berlin,Germany,72000
Accounting Analyst (m/w/d),Berlin,Germany,70000
Analyst (w/m/d) Mergers & Acquisitions (M&A),Berlin,Germany,63000
Data Management Officer (m/f/d),Berlin,Germany,69000
SAP Berater/Entwickler Datenmigration (m/w/d) – Architect SAP Data Migration,Berlin,Germany,150000
Analyst Anti-Financial-Crime EMEA Hub (m/w/d),Berlin,Germany,38532
"SAP Datasphere, BDC & SAC Berater (m/w/d) - SAP Consultant BW/4HANA",Berlin,Germany,120000
Data Engineer (f/m/x),Berlin,Germany,70000
Working Student HR Master Data & Reporting (m/f/d),Berlin,Germany,keine Angabe
Security Analyst 1st Level Security Operations Center (m/w/d),Berlin,Germany,79000
BI & Data Analyst – HR-Software (SaaS),Hamburg,Germany,80000
Market Analyst Sales (m/w/d),Hamburg,Germany,80000
"Technisch versierter BI Analyst (m/w/d) – Power BI, MS Fabric & Datenmodellierung",Hamburg,Germany,73000
(Senior) Business Analyst* Market Data & Vendor Management,Hamburg,Germany,88000
(Junior) Asset Manager*in Europa befristet bis 31.08.2026 (in Voll- oder Teilzeit),Hamburg,Germany,keine Angabe
(Junior) Business Analyst* Market Data & Vendor Management,Hamburg,Germany,75000
Senior Data Analyst (w/m/d),Hamburg,Germany,80000
Physiker/ Mathematiker/ Naturwissenschaftler als Berater im Bereich Datenintegration (m/w/d),Hamburg,Germany,71300
Senior Data Scientist,Hamburg,Germany,79000
(Senior) Data Scientist (m/w/d) InsurTech,Hamburg,Germany,93000
Abschlussarbeit im Bereich Datenstrategie und Künstliche Intelligenz,Hamburg,Germany,keine Angabe
Data Scientist / Data Engineer (m/w/d),Hamburg,Germany,73000
Analytics Developer (m/w/divers),Hamburg,Germany,70000
Principal Data Scientist,Hamburg,Germany,65000
Deine Ausbildung bei der Krämer Marktforschung!,Hamburg,Germany,keine Angabe
CoE Lead (m/w/d) Künstliche Intelligenz,Hamburg,Germany,120000
E-Commerce Manager (all gender) mit Schwerpunkt Growth & Revenue,Hamburg,Germany,62000
Research Executive,Hamburg,Germany,56000
Entwickler (m/w/d) f�r Microsoft Dynamics 365 Finance und Supply Chain Management,Hamburg,Germany,61000
(Senior-) Consultant IBM Cognos (m/w/d),Hamburg,Germany,72000
Business Analyst - ServiceNow Consulting (w/m/d),Hamburg,Germany,keine Angabe
Portfolio Business Analyst (m/d/f),Hamburg,Germany,95000
SAP Datasphere and Analytics Cloud Specialist (f/m/d),Hamburg,Germany,keine Angabe
"(Junior) Consultant IT-Forensic, eDiscovery und Forensic Data Analytics (w/m/d)",Hamburg,Germany,keine Angabe
(Expert) Data Developer (m/w/d) Analytics,Hamburg,Germany,74000
(Expert) Data Developer (m/w/d) Analytics,Hamburg,Germany,74000
(Junior) Analyst – Corporate Rankings and Business Analysis (m/f/d),Hamburg,Germany,keine Angabe
Data Analytics Engineer (m/w/d),Hamburg,Germany,66000
Business Analyst (m/w/d) Technologie & Prozesse Krankenversicherung,Hamburg,Germany,70000
Business Analyst | Pricing (w/m/d),Hamburg,Germany,76000
Business Analyst (m/w/d) Scrum,Hamburg,Germany,79000
Business Analyst für Provision & Vermittler (all genders),Hamburg,Germany,72000
(Junior) Business-Analyst (m/w/d) für die Bereiche Zahlungsverkehr und Wertpapierservice,Hamburg,Germany,65000
Business Analyst – Digital Services Voll- o. Teilzeit (m/w/d),Hamburg,Germany,72000
Key Account Manager - Data Product (w/m/d),Hamburg,Germany,83000
Business Analyst (m/w/d) Service/Partner Plattformen,Hamburg,Germany,70000
Business Analyst (all genders) – Focus Sales Controlling,Hamburg,Germany,64000
Data Engineer* / Machine Learning Engineer*,Hamburg,Germany,70000
(Senior) Manager Business Intelligence & Data Management (w/m/d),Hamburg,Germany,keine Angabe
Business Analyst (m/w/d) für TAA-Prozesse in der Lebensversicherung,Hamburg,Germany,90000
Process Analyst (gn*),Hamburg,Germany,79000
Senior Data Consultant (m/w/d) Transformationsberatung,Hamburg,Germany,100000
Consultant (w/m/d) BI & Analytics (all levels),Hamburg,Germany,103000
Business Analyst bAV (all genders),Hamburg,Germany,79000
(Senior) Analyst - International Ranking Projects (m/f/d),Hamburg,Germany,keine Angabe
Business Analyst (m/w/d) Sach-/Haftpflichtversicherung,Hamburg,Germany,79000
Junior Data Engineer (m/w/d) / Applicationmanager*in (in Voll- oder Teilzeit),Hamburg,Germany,70000
Financial Analyst Bereich Business Recovery (w/m/d),Hamburg,Germany,74000
Senior Consultant SAP BW / SAP Analytics (m/w/d),Hamburg,Germany,99000
Senior Consultant – SAP BI / Analytics (m/w/d),Hamburg,Germany,90000
Senior Data Engineer (f/m/d),Hamburg,Germany,87000
Senior Consultant Data Management (w/m/d),Hamburg,Germany,keine Angabe
(Senior) Controller / Analyst (m/w/d) im Dachfondsmanagement,Hamburg,Germany,83000
(Senior) Data Engineer (m/w/d),Hamburg,Germany,keine Angabe
Senior SAP Analytics Consultant (all genders),Hamburg,Germany,100000
(Senior) Data Engineer (m/w/d),Hamburg,Germany,90000
Senior Data Architect (m/w/d),Hamburg,Germany,keine Angabe
Senior Consultant/Senior Business Analyst (w/m/d),Hamburg,Germany,keine Angabe
Database Manager Business Intelligence (all gender),Hamburg,Germany,60000
Senior Functional Consultant SAP MDG (w/m/x),Hamburg,Germany,85000
Database Manager Business Intelligence (all gender),Hamburg,Germany,keine Angabe
Principal Analyst - EU Power Transaction Advisory,Hamburg,Germany,63000
Game Analyst,Hamburg,Germany,60000
Duales Studium Wirtschaftsinformatik (B.Sc.) am Campus oder virtuell,Hamburg,Germany,keine Angabe
Key Account Manager - France & Switzerland (m/f/d),Hamburg,Germany,79000
AI Consultant (m/w/d),Hamburg,Germany,70000
Investment Analyst (m/w/d),Hamburg,Germany,63000
Junior Data Engineer (m/w/d),Hamburg,Germany,60000
(Senior) Manager - ServiceNow Consulting (w/m/d),Hamburg,Germany,keine Angabe
Principal Machine Learning Engineer,Hamburg,Germany,67000
Analyst (m/w/d) Loss Prevention,Hamburg,Germany,72000
Analyst Risk Management (m/w/d),Hamburg,Germany,76000
Commercial Analyst (m/w/d),Hamburg,Germany,68000
(Junior) Controller / Analyst (m/w/d) im Dachfondsmanagement,Hamburg,Germany,66000
Technical Controlling Analyst (m/f/d),Hamburg,Germany,65000
Software / Application Analyst (m/w/d),Hamburg,Germany,71000
M&A Analyst / Specialist – Finance Modeling & Corporate Housekeeping (m/w/d),Hamburg,Germany,65000
Business Analyst (gn) Finance IT Systems,Hamburg,Germany,77000
Kreditanalyst (w/m/d),Hamburg,Germany,65000
Analyst IT-Consulting (all genders),Hamburg,Germany,78000
Software / Application Analyst (m/w/d),Hamburg,Germany,71000
Procurement Analyst / Einkaufscontrolling (w/m/d),Hamburg,Germany,60000
Kundenbetreuung Master Data (m/w/d),Hamburg,Germany,46000
IT-Security Analyst (m/w/d) - Cyber Security Specialist (m/w/d),Hamburg,Germany,83000
(Associate) Consultant (m/w/d) Data Driven Insurance,Hamburg,Germany,75000
GIS-Analyst (m/w/d),Hamburg,Germany,63000
Kreditanalyst - Immobilienfinanzierungen (m/w/d),Hamburg,Germany,81000
Key Account Analyst (d/w/m) Amazon & Marketplace,Hamburg,Germany,78000
Financial Reporting Analyst (w/m/d),Hamburg,Germany,70000
"Performance Controller - ""Der Effizienzanalyst""*",Hamburg,Germany,80000
Consultant Data Strategy (f/m/d),Hamburg,Germany,keine Angabe
Consultant SAP Financial Services Data Platform (FSDP) (m/w/d),Hamburg,Germany,72000
Investment Analyst (m/f/d) in Renewable Energies,Hamburg,Germany,38000
SAP Berater/Entwickler Datenmigration (m/w/d) – Architect SAP Data Migration,Hamburg,Germany,150000
Data Quality Specialist (m/w/d),Hamburg,Germany,50000
"SAP Datasphere, BDC & SAC Berater (m/w/d) - SAP Consultant BW/4HANA",Hamburg,Germany,120000
Security Analyst 1st Level Security Operations Center (m/w/d),Hamburg,Germany,79000
Werkstudent Data Project Communication & Change (w/m/d),Hamburg,Germany,keine Angabe
Data Engineer (m/w/d),Hamburg,Germany,keine Angabe
Specialist Cybersecurity & Data Privacy (m/w/d) Medizintechnik,Hamburg,Germany,71000
Werkstudent Data Management & Analytics (w/m/d),Hamburg,Germany,keine Angabe
"Werkstudent Data Science, Schwerpunkt E-Mobility (m/w/d)",Hamburg,Germany,keine Angabe
Data Engineer (m/w/d),Hamburg,Germany,85000
Mitarbeiter (m/w/d) im Team Data Analytics,Hamburg,Germany,75000
Data Engineer (m/w/d),Hamburg,Germany,81000
Senior Consultant Customer Data & Tech (m/w/d),Hamburg,Germany,76000
Werkstudent HR Data Management & Reporting (w/m/d),Hamburg,Germany,keine Angabe
Coordinator Master Data (m/w/d),Hamburg,Germany,68000
Kreditanalyst - Corporate (m/w/d),Hamburg,Germany,81000
Data Engineer (all genders),Hamburg,Germany,77000
Praktikum als Fellow Consultant (w/m/d) Steering Lab - Schwerpunkt Data Science,Hamburg,Germany,keine Angabe
Working Student / Intern in Data Engineering – Flexplace in Germany (m/f/x),Hamburg,Germany,keine Angabe
Working Student / Intern in Audit – Python Data Professional – Flexplace in Germany (m/f/x),Hamburg,Germany,keine Angabe
Working Student/ Intern in Audit - Data Analytics – Flexplace in Germany (m/f/x),Hamburg,Germany,keine Angabe
Revenue Analyst (m/w/d),Hamburg,Germany,56000
SAP Data Engineer (m/w/d) / SAP BW Entwickler (m/w/d) in Voll- oder Teilzeit,Hamburg,Germany,85000
Business Analyst Finanzen CFO Strategie (w/m/d),Hamburg,Germany,116000
Financial Analyst Transformation Strategy & Operating Model (w/m/d),Hamburg,Germany,65000
IT Business Analyst für Microsoft Power Platform (m/w/d),Hamburg,Germany,80000
IT-Security Specialist (m/w/d) - IT-Security Analyst (m/w/d),Hamburg,Germany,76000
IT Service Desk Agent / IT Support Mitarbeiter Help Desk (m/w/d),Hamburg,Germany,43000
"Logopädie, Ergotherapie & Physiotherapie - Therapeutenteamverstärkung (m/w/d) für unsere Kitas in Hamburg gesucht",Hamburg,Germany,3864
Inhouse Software Consultant (w/m/d),Hamburg,Germany,keine Angabe
Chemielaborant/in / Chemielaboranten (m/w/d),Hamburg,Germany,40000
IT Network Security Engineer (m/w/d),Hamburg,Germany,82000
Data Analyst (m/w/d),München,Germany,80000
Stammdaten Analyst / Data Manager (m/w/d) Verpackungsmaterialien & BI-Reporting,München,Germany,94000
Working Student | Data Analyst - Corporate Audit (m/f/d),München,Germany,keine Angabe
"Data Engineers, Analysts & Scientists (w|m|d)",München,Germany,83000
Data Strategy Consultant (f/m/x),München,Germany,70000
Data Steward (w/m/d),München,Germany,83000
Senior Data Analyst & Tracking Expert (m/w/d),München,Germany,74000
Physiker/ Mathematiker/ Naturwissenschaftler als Berater im Bereich Datenintegration (m/w/d),München,Germany,71300
Business Analyst Zentrale Methoden/ Data Lineage (m/w/d) | STBDBF,München,Germany,83000
Senior Data Scientist (f/m/x),München,Germany,keine Angabe
Data Analyst – Commercial,München,Germany,62000
Data Analyst (m/w/d) - Cloud Data & Analytics,München,Germany,62000
Data Developer (all genders),München,Germany,88000
Abschlussarbeit im Bereich Datenstrategie und Künstliche Intelligenz,München,Germany,keine Angabe
Praktikum im Bereich Klimarisiken (m/w/d)*,München,Germany,keine Angabe
Data Analyst (m/w/d) - Cloud Data & Analytics,München,Germany,62000
Data Analyst | Spectroscopy | All genders,München,Germany,62000
IMOGate | Data Analyst Job Offer,München,Germany,62000
Principal Data Scientist,München,Germany,69000
L2 Support Professional (m/w/d),München,Germany,keine Angabe
Power BI Data Analyst (all genders),München,Germany,64000
Teamleitung Data & Marketing Intelligence (w/m/d),München,Germany,71000
Prozessmanager KI (m/w/d),München,Germany,78000
Middle-Level BI analyst with a focus on Web and SEO Data,München,Germany,68000
POWER BI - Reporting Specialist (m/w/d),München,Germany,71000
Senior System Engineer (m/w/d) - bis 90% remote,München,Germany,71000
Senior System Engineer (m/w/d) - bis 90% remote in München,München,Germany,71000
Senior Digital Business Consultant (m/f/x),München,Germany,75000
(Senior) Marketing Science Consultant (m/w/d),München,Germany,69000
Payload Specialist (m/f/d),München,Germany,62000
Business Analyst - ServiceNow Consulting (w/m/d),München,Germany,keine Angabe
Business Analyst (d/w/m) mit DWH Expertise,München,Germany,95000
SAP Datasphere and Analytics Cloud Specialist (f/m/d),München,Germany,keine Angabe
"(Junior) Consultant IT-Forensic, eDiscovery und Forensic Data Analytics (w/m/d)",München,Germany,keine Angabe
Cost Analyst (m/w/d) im Controlling für das Team Profit Accounting & Analytics,München,Germany,73000
Digital Marketing Analyst (m/w/d),München,Germany,keine Angabe
Data Onboarding Specialist - Intellectual Property (m/d/f) (m/w/d),München,Germany,72000
Digital Forensic Analyst (m/w/x),München,Germany,keine Angabe
Business Analyst Sach- und Personenversicherung (w|m|d),München,Germany,86000
Business Analyst für Provision & Vermittler (all genders),München,Germany,72000
Controlling & Business Analytics Professional (m/w/d),München,Germany,120000
HR Organizational Data Specialist (w/m/d),München,Germany,82000
Data Architect (f/m/x),München,Germany,70000
Business Analyst Mobile Bezahllösungen (m/w/d) | DBABEZ,München,Germany,98000
Business Analyst Kreditkarte (m/w/d) | DBABEZ,München,Germany,98000
Business Analyst Kontoübersicht (m/w/d) | DBALIQ,München,Germany,98000
Key Account Manager - Data Product (w/m/d),München,Germany,83000
Machine Learning & KI-Agenten Engineer (m/w/d) - Google AI Fokus,München,Germany,82000
Immobilienkaufmann/Immobilienwirt (d/w/m) als Property Specialist,München,Germany,60000
Naturwissenschaftler als Business Analyst Retail (m/w/d),München,Germany,60000
Data Engineer* / Machine Learning Engineer*,München,Germany,70000
(Senior) Manager Business Intelligence & Data Management (w/m/d),München,Germany,keine Angabe
Business Analyst - Projekt-Controlling und -Reporting Voll- o. Teilzeit (m/w/d),München,Germany,72000
Projektkoordinator Datenanalyse (m/w/d) am Standort München,München,Germany,76000
Senior Data Consultant (m/w/d) Transformationsberatung,München,Germany,100000
Business Analyst (m/w/d) im Bereich Lebensversicherung,München,Germany,67000
Consultant (w/m/d) BI & Analytics (all levels),München,Germany,103000
Business Analyst bAV (all genders),München,Germany,84000
Asset Liability Management und Data Management (m/w/d),München,Germany,83000
Application Consultant Customer Legitimation (all genders),München,Germany,90000
Financial Analyst Bereich Business Recovery (w/m/d),München,Germany,74000
Senior Consultant SAP BW / SAP Analytics (m/w/d),München,Germany,99000
Senior Consultant – SAP BI / Analytics (m/w/d),München,Germany,90000
Senior Consultant Data Management (w/m/d),München,Germany,keine Angabe
(Senior) Analyst (w/m/d) Cash Management at Allianz Investment Management SE,München,Germany,95000
Senior SAP Analytics Consultant (all genders),München,Germany,100000
Machine Learning Engineer (all genders),München,Germany,76000
Senior Consultant/Senior Business Analyst (w/m/d),München,Germany,keine Angabe
Senior Functional Consultant SAP MDG (w/m/x),München,Germany,85000
Duales Studium Wirtschaftsinformatik (B.Sc.) am Campus oder virtuell,München,Germany,keine Angabe
GenAI Solutions Architect (w|m|d),München,Germany,90000
Werkstudent Business Analyst (m/w/d) auf Startup Jobs,München,Germany,keine Angabe
(Senior) Manager - ServiceNow Consulting (w/m/d),München,Germany,keine Angabe
Senior Financial Analyst – SaaS,München,Germany,74000
Data Backend Developer (f/m/d),München,Germany,68000
Quant Developer (f/m/d),München,Germany,71000
Senior Business Analyst (m/w/d),München,Germany,73000
Data-Specialist (w/m/d),München,Germany,59000
Senior SAP Analytics Cloud Consultant (all genders),München,Germany,79000
Business Analyst Wertpapier (m/w/d),München,Germany,68000
Principal Machine Learning Engineer,München,Germany,77000
Subscription and Compliance Analytics Manager,München,Germany,63000
Senior Business Analyst,München,Germany,73000
Senior Business Analyst (m/f/d),München,Germany,73000
IT Security Manager (m/w/d),München,Germany,79000
Industry Analyst Automotive (m/w/d),München,Germany,keine Angabe
Security Analyst (m/w/d),München,Germany,75000
Technical Analyst (m/w/d) für Investment & Securities,München,Germany,72000
Werkstudent - Strategic Project Analyst (m/w/d),München,Germany,keine Angabe
Product Analyst:in (m/w/d),München,Germany,88000
Accounting Analyst (m/w/d),München,Germany,77000
Junior Consultant / Analyst (m/w/d) Berufseinstieg Projektmanagement Digitalisierung,München,Germany,67000
Data Engineer (m/w/d),München,Germany,85000
IT-Security Analyst (m/w/d) - Cyber Security Specialist (m/w/d),München,Germany,83000
(Associate) Consultant (m/w/d) Data Driven Insurance,München,Germany,75000
Ingenieur Analyse elektrooptischer Sensoren (m/w/d),München,Germany,76000
MFA / PTA / PKA / MTA als Pharmacovigilance Data Entry Officer (m/w/d),München,Germany,keine Angabe
Consultant SAP Financial Services Data Platform (FSDP) (m/w/d),München,Germany,72000
Applikationsexpert*in – CRM mit Fokus Data Analytics,München,Germany,5200
Data Governance Consultant (f/m/x),München,Germany,70000
SAP Berater/Entwickler Datenmigration (m/w/d) – Architect SAP Data Migration,München,Germany,150000
"SAP Datasphere, BDC & SAC Berater (m/w/d) - SAP Consultant BW/4HANA",München,Germany,120000
Security Analyst 1st Level Security Operations Center (m/w/d),München,Germany,79000
Werkstudent Cloud based Data Platform (m/w/d),München,Germany,keine Angabe
Praktikum Data Analytics (m/w/d),München,Germany,keine Angabe
Praktikant im Bereich Data Driven Applications (m/w/d),München,Germany,keine Angabe
Werkstudent im Bereich Data Driven Applications (m/w/d),München,Germany,keine Angabe
Werkstudent Controlling & Data Analytics (m/w/d),München,Germany,keine Angabe
Praktikant als Project Analyst Team Projects und Support (all genders),München,Germany,keine Angabe
Werkstudent als Data Intelligence Engineer (m/w/d),München,Germany,keine Angabe
Data Engineer (m/w/d),München,Germany,85000
"Legal Counsel, Data Privacy and Protection (m/f/x)",München,Germany,keine Angabe
Data / Cloud Engineer Automatisiertes Fahren (m/w/d),München,Germany,70000
Senior Consultant Customer Data & Tech (m/w/d),München,Germany,76000
Werkstudent - Data Engineering (m/w/d),München,Germany,keine Angabe
Business Analyst in IT-Projekten (w|m|d),München,Germany,72000
Spezialist:in Data Management – Wertpapierabwicklung Back Office (m/w/d),München,Germany,89000
Werkstudent Data Acquisition & Annotation Specialist (m/w/d),München,Germany,keine Angabe
Working Student (m/f/d) in Global Data Provision,München,Germany,keine Angabe
Data Engineer (all genders),München,Germany,77000
Praktikum als Fellow Consultant (w/m/d) Steering Lab - Schwerpunkt Data Science,München,Germany,keine Angabe
Business Analyst /Banking (all genders),München,Germany,84000
Working Student / Intern in Data Engineering – Flexplace in Germany (m/f/x),München,Germany,keine Angabe
Working Student / Intern in Audit – Python Data Professional – Flexplace in Germany (m/f/x),München,Germany,keine Angabe
Working Student/ Intern in Audit - Data Analytics – Flexplace in Germany (m/f/x),München,Germany,keine Angabe
Senior Data Scientist / Engineer (w/m/d),Köln,Germany,77000
Data Engineer / Business Intelligence Specialist (all genders),Köln,Germany,70000
BI Developer (w/m/d) - Fokus IBM Planning Analytics (TM1),Köln,Germany,80000
Data Scientist*,Köln,Germany,88000
(Senior) Data Analyst (m/w/d) - Befristet auf 12-14 Monate,Köln,Germany,keine Angabe
Senior Data Analyst (w/m/d),Köln,Germany,80000
Data Scientist (w/m/d),Köln,Germany,110500
(Senior) Data Scientist Analytics (m/w/d),Köln,Germany,91000
Senior Business Intelligence Developer (m/w/d),Köln,Germany,81000
Physiker/ Mathematiker/ Naturwissenschaftler als Berater im Bereich Datenintegration (m/w/d),Köln,Germany,71300
Senior Business Intelligence Developer (m/w/d),Köln,Germany,84000
Senior Expert BI Consulting (m/w/d),Köln,Germany,93000
Experte (w/m/d) Contact Center AI (Conversational AI & Agentic AI),Köln,Germany,71000
Data Engineer (m/w/d),Köln,Germany,keine Angabe
Doktorand:in – KI-gestützte Integration heterogener Forschungsdaten in Energiesystemmodelle (w/m/d),Köln,Germany,keine Angabe
Data Scientist / Data Engineer (m/w/d),Köln,Germany,73000
